,topic,link,replies,views
45638,Sound and ghost effect bug?,/discuss/topic/107440/,2,237
46004,Memorizing Clone Numbers,/discuss/topic/103636/,1,237
41360,Audio not playing?,/discuss/topic/161210/,1,237
20657,Scrolling,/discuss/topic/295696/,10,237
21203,repeat untill,/discuss/topic/291970/,6,237
31661,Pen Shapes,/discuss/topic/218782/,6,237
18796,Collision detection when moving in 4 directions,/discuss/topic/306582/,6,237
20792,Help me with my scrolling mechanisms!,/discuss/topic/294827/,6,237
6464,How to make a 3d platformer| I REALLY need help,/discuss/topic/296723/,4,237
43434,slide show,/discuss/topic/133010/,3,237
52301,Help with a Multiplayer game,/discuss/topic/34778/,0,237
27440,Platformer help needed,/discuss/topic/244639/,3,237
31190,best score,/discuss/topic/221685/,3,237
28976,how to remember names in a list?,/discuss/topic/235059/,4,237
20931,Need help getting broadcast to work in car game.,/discuss/topic/293575/,5,237
52426,No music,/discuss/topic/33737/,2,237
48577,"terrible lag, any performance improvement tips?",/discuss/topic/70398/,1,237
46275,I need help with music,/discuss/topic/62316/,3,237
51524,Sound,/discuss/topic/40599/,3,237
21376,Project Keeps Stopping,/discuss/topic/291152/,6,237
32231,Recording help,/discuss/topic/214896/,6,237
25182,Variable isn't adjusting when two sprites touch?,/discuss/topic/267036/,3,237
19103,Can you make a script(or scripts) that is created when a program is started and terminated when it is finished?,/discuss/topic/304354/,6,237
19188,Scrolling,/discuss/topic/303746/,6,237
34478,Jak zrobić żeby pocisk szedł od mojego duszka.            How do ensure that the projectile was walking from my sprite,/discuss/topic/202368/,1,237
30793,New to scratch want to make projects,/discuss/topic/224154/,1,237
48365,what do you need to do in your code to make it so you can click on somthing on your list and take #'s away from your varibules .,/discuss/topic/73064/,3,237
42200,Movement of a sprite,/discuss/topic/149560/,2,237
21388,login/account making,/discuss/topic/291138/,5,237
45006,clones that are frustrating,/discuss/topic/115218/,4,237
32543,scrolling upwards.,/discuss/topic/212928/,6,237
42952,HELP NEEDED! How do you make a custom font?,/discuss/topic/139824/,2,237
21017,Trying to understand why Whirl working different between CSFirst project and Personal Version,/discuss/topic/293504/,3,237
48323,"Add a row o more space into a instance of ""Ask""",/discuss/topic/73468/,2,237
44184,Finding Certain Characters In Variables,/discuss/topic/124512/,4,237
32383,I need help with pen.,/discuss/topic/214047/,10,237
46173,οι εντολές μου δεν αποθηκεύονται...,/discuss/topic/100962/,1,237
47911,How to make a transition,/discuss/topic/78806/,0,237
26133,Help with cookie clicker!,/discuss/topic/254661/,4,237
41104,Marco Polo communication system,/discuss/topic/165188/,2,237
31359,I have a question about a bug in my game.,/discuss/topic/220494/,11,237
41838,"Tyring to make a Plane game (well, it doesn't really work)",/discuss/topic/153668/,5,237
21797,Pokemon Game,/discuss/topic/288769/,6,237
11757,how to change scene when sprite reaches certain position,/discuss/topic/368298/,2,237
32391,changing backdrop when one sprite steeps on path (another sprite),/discuss/topic/213822/,4,237
42490,Global Highscore Variable?,/discuss/topic/145722/,4,237
33637,art query?,/discuss/topic/206433/,3,237
44166,Dividing Up Variables,/discuss/topic/124634/,3,237
42520,Power system.,/discuss/topic/145358/,3,237
45200,Help / Advice Compare Variables,/discuss/topic/113430/,1,237
42404,Help with clicking script?,/discuss/topic/146346/,4,237
24792,Scrolling Help,/discuss/topic/269907/,5,237
11121,How do I make a bullet in a single frame loop?,/discuss/topic/372489/,5,237
48947,"If Touch, Bounce off Object Script??",/discuss/topic/65622/,1,237
49859,How to make a cloud-connected list,/discuss/topic/53042/,2,237
44113,Dividing Up Variables,/discuss/topic/124634/,3,237
23726,how to make a platformer???,/discuss/topic/277530/,6,237
26034,Wait _ secs block is't working for some reason. :|,/discuss/topic/257053/,3,237
39450,I want to make a project!! Whatever...,/discuss/topic/175245/,6,237
23697,using multiple timer events using one variable,/discuss/topic/277873/,4,237
40108,Scripts not doing anything.,/discuss/topic/171411/,6,237
13250,Make clones move while off-screen?,/discuss/topic/352238/,7,237
32949,Help me with Cloning!,/discuss/topic/210362/,8,237
50283,Help with text!!,/discuss/topic/49942/,2,237
48291,Clone Detector,/discuss/topic/73722/,4,236
44095,"Changing the first and last number of the ""choosing"" format for variables",/discuss/topic/124906/,2,236
45046,Question Failing,/discuss/topic/115040/,2,236
49668,help with breakout,/discuss/topic/55628/,3,236
9344,Help with Understanding Scratch,/discuss/topic/380176/,8,236
31391,How Do I Script Fade in text?,/discuss/topic/220374/,5,236
47619,Make options?,/discuss/topic/82474/,3,236
45242,lil help?...,/discuss/topic/112960/,1,236
37008,How can I save how many people in a group choose a choice compared to another group?,/discuss/topic/188936/,13,236
49385,sonic,/discuss/topic/59720/,1,236
45717,making sounds shorter?,/discuss/topic/107390/,1,236
45636,Advertising,/discuss/topic/107466/,5,236
37272,putting in music,/discuss/topic/187564/,5,236
28030,How can i do this??,/discuss/topic/240611/,4,236
48860,"Help withe the scrolling menu in the ""Create a block""",/discuss/topic/66640/,2,236
46165,how do you...,/discuss/topic/101014/,2,236
42393,List-Based Raycaster Help,/discuss/topic/146808/,1,236
26645,Need help with Doge Mission,/discuss/topic/250343/,2,236
36543,Money Bug,/discuss/topic/189917/,3,236
50188,music,/discuss/topic/50640/,1,236
23843,How do You make platformers???,/discuss/topic/276825/,5,236
37011,My scratch movement isn't working,/discuss/topic/188718/,6,236
30177,Mario (scrolling game) ground clone - moving,/discuss/topic/227711/,2,236
41275,Cloud Highscore List,/discuss/topic/162224/,3,236
14028,Boss Fight (Not An Undertale One),/discuss/topic/346424/,13,236
34303,what is wrong with scoring in this pong game?,/discuss/topic/203272/,2,236
24661,Tiles with clones,/discuss/topic/270890/,4,236
48227,Clone Detector,/discuss/topic/73722/,4,236
29519,How do i make the sprite touch the another sprite only 1 time,/discuss/topic/231788/,4,236
22107,Fix the most GLITCHED game ever,/discuss/topic/286982/,5,236
15028,Recording/updates,/discuss/topic/338407/,9,236
46210,how do you...,/discuss/topic/101014/,2,236
34695,I need help making a cloud data highscore list!,/discuss/topic/201201/,3,236
9242,How to have a sprite rotate on another sprite's axis?,/discuss/topic/381535/,13,236
27112,Lazerblast Forums (Script and Lag Prev),/discuss/topic/247251/,1,236
29842,speed,/discuss/topic/209683/,17,236
43118,Touch Block not working,/discuss/topic/136704/,2,236
47436,"Cookie, Cookie",/discuss/topic/84974/,2,236
44112,Record Sounds Button,/discuss/topic/124938/,1,236
26619,"An NBA Live remake ( I need help with scripting, i've been trying for hours!)",/discuss/topic/250669/,3,236
49402,I need a cloud variable tutorial,/discuss/topic/59560/,1,236
24341,The 'switch to costume' block,/discuss/topic/273053/,4,236
25115,Sprite hiding,/discuss/topic/267403/,3,236
43329,Animated username,/discuss/topic/135138/,4,236
40397,How do you make a chat room?,/discuss/topic/169279/,6,236
31259,Collision Script for a Top-Down Karting Game,/discuss/topic/221319/,3,236
44296,How do you download a Scratch Project from online editor?,/discuss/topic/123128/,2,236
37137,ScratchTV Need Tv shows,/discuss/topic/188209/,7,236
47713,The Balls,/discuss/topic/80506/,2,236
51506,How do you do this?,/discuss/topic/40682/,2,236
38964,My platforming script is not working :\,/discuss/topic/177968/,6,236
36593,Money Bug,/discuss/topic/189917/,3,236
42905,Get Help With Cloud Variables/Lists,/discuss/topic/100140/,2,236
30850,How would I make a code like this!?,/discuss/topic/223708/,9,236
40595,Size of Scratch.,/discuss/topic/168499/,3,236
14040,Please Help!,/discuss/topic/347386/,16,236
20246,Need help with 3D world using raycasting!,/discuss/topic/298085/,3,236
45644,making sounds shorter?,/discuss/topic/107390/,1,236
35218,costume change based on mouse or player position,/discuss/topic/198723/,3,236
28588,Can you make a list go to the front layer?,/discuss/topic/237465/,1,236
40511,Responses,/discuss/topic/168595/,3,236
26965,I NEED HELP WITH RAYCASTING,/discuss/topic/247471/,4,236
31424,backdrop change when mouse move for different situations,/discuss/topic/220212/,1,236
30489,NEW fictional story -- Do you like it?,/discuss/topic/225758/,5,236
44495,detecting,/discuss/topic/120990/,4,236
43694,carrying sounds from one project to another,/discuss/topic/130860/,2,236
35251,Stop this sound,/discuss/topic/197619/,3,236
33958,losing lives,/discuss/topic/204814/,7,236
51376,Game rpg help,/discuss/topic/41569/,1,236
11070,so.... dropping items,/discuss/topic/372765/,2,236
20050,Live chatroom,/discuss/topic/299118/,9,236
44165,Record Sounds Button,/discuss/topic/124938/,1,236
40119,I can't reverse a song,/discuss/topic/171362/,2,236
35268,what bloks do what?,/discuss/topic/198533/,4,236
36637,Clone Health,/discuss/topic/190406/,2,236
34050,Stopping to create clones even the previous clones have been deleted,/discuss/topic/204330/,11,236
49952,Costume Bug,/discuss/topic/52345/,2,236
26223,[ ¡Platform! ] Need help making search bar,/discuss/topic/253346/,1,236
36949,How can I save how many people in a group choose a choice compared to another group?,/discuss/topic/188936/,13,236
52916,Multiplayer???,/discuss/topic/30511/,0,236
30476,Is There Anyway to Have Custom Blocks go Through Backpack?,/discuss/topic/225872/,2,236
44686,Front page,/discuss/topic/117428/,3,236
28957,Falling Objects,/discuss/topic/235173/,5,236
36912,I can't seem to save my high scores to the Cloud,/discuss/topic/189496/,7,236
49773,make a bird smaller,/discuss/topic/54290/,3,236
31120,backdrop problems,/discuss/topic/222221/,3,236
20334,Lost all work in scratch HELP,/discuss/topic/297750/,1,236
51215,How to copy an entire project of your own,/discuss/topic/42703/,2,236
29890,Having difficulty getting a sprite to delete.,/discuss/topic/229442/,4,236
33957,Showing Keypad problem,/discuss/topic/204769/,8,236
31042,EDIT: Program is now fixed. Need help fixing an error with a render script that uses clones.,/discuss/topic/222403/,8,236
36374,dragging out,/discuss/topic/176365/,5,236
48573,Problems with Cloning and Scrolling,/discuss/topic/70362/,1,236
20019,if then button not working,/discuss/topic/299317/,6,236
27004,I NEED HELP WITH RAYCASTING,/discuss/topic/247471/,4,236
45709,Advertising,/discuss/topic/107466/,5,236
20989,Need help w/ AI Cloning,/discuss/topic/293554/,6,236
30114,Mario (scrolling game) ground clone - moving,/discuss/topic/227711/,2,235
30962,3D Game with Mutiliplayer,/discuss/topic/223011/,7,235
32968,lagging behind sprite?,/discuss/topic/210033/,2,235
35970,I need a liitle bit of help...,/discuss/topic/194666/,3,235
28885,Help with Rotation,/discuss/topic/235807/,2,235
54095,connecting with people,/discuss/topic/21721/,1,235
31849,Kirby Combat Master RPG - Movement Tiles,/discuss/topic/217714/,0,235
43789,Scrolling with enemies that follow you,/discuss/topic/129628/,2,235
42987,Can't move!,/discuss/topic/139388/,5,235
38986,172800 repeats a millisecond,/discuss/topic/177856/,4,235
40352,How do you make a chat room?,/discuss/topic/169279/,6,235
37437,Hit Detection Problem,/discuss/topic/186468/,2,235
37872,Fill?,/discuss/topic/183946/,6,235
41796,Warrior cat Videos,/discuss/topic/79084/,2,235
47864,Help!,/discuss/topic/78212/,11,235
46391,"testing proves block works, but it still isn't sorting correctly?",/discuss/topic/98936/,4,235
35890,Help with side scroller!,/discuss/topic/194959/,5,235
38989,More help with timer,/discuss/topic/66294/,5,235
42020,"some bugs with my game, but I dont find her",/discuss/topic/151646/,2,235
34125,How to do triple shot relative to a character's direction in a top down game?,/discuss/topic/204109/,2,235
40303,Can you make cloud lists?,/discuss/topic/170222/,3,235
22876,Please help with my idea...,/discuss/topic/282967/,4,235
13963,Boss Fight (Not An Undertale One),/discuss/topic/346424/,13,235
44129,Jumping :/,/discuss/topic/125276/,3,235
45687,"I need help with my proyecttttttttttttt. It's called ""The bad shark""",/discuss/topic/107650/,4,235
27911,I need contestants for chopped on scratch,/discuss/topic/241227/,6,235
21566,"I would like to insert a short 30-second long video into scratch, how would I go about doing so?",/discuss/topic/289816/,4,235
39251,how do I clone sprites and set them in a line to clone,/discuss/topic/176603/,1,235
22056,I'm having some trouble.,/discuss/topic/287141/,5,235
31207,I need help with my project.,/discuss/topic/221578/,4,235
25682,Limiting amount of Clones,/discuss/topic/262342/,4,235
33642,How to use one sprite to stop another sprite from showing?,/discuss/topic/206417/,6,235
41427,Show items from inventory list,/discuss/topic/160058/,3,235
35229,what bloks do what?,/discuss/topic/198533/,4,235
44915,SOS,/discuss/topic/116324/,4,235
35188,Stop this sound,/discuss/topic/197619/,3,235
43831,Comments on a Mac,/discuss/topic/129112/,1,235
35584,Help! Need SOS!,/discuss/topic/196978/,6,235
46687,Point towards a clone THIS IS REALLY IMPORTANT!,/discuss/topic/95302/,2,235
33453,custome variable,/discuss/topic/207427/,18,235
24079,Halp pleezzz...,/discuss/topic/274883/,4,235
31542,List Stacking Help,/discuss/topic/219495/,6,235
48421,A Dark World - Game Help,/discuss/topic/72598/,1,235
46531,Scrolling,/discuss/topic/97156/,2,235
40252,Can you make cloud lists?,/discuss/topic/170222/,3,235
50500,Stacking,/discuss/topic/48220/,1,235
41942,"some bugs with my game, but I dont find her",/discuss/topic/151646/,2,235
37371,Hit Detection Problem,/discuss/topic/186468/,2,235
35559,Death,/discuss/topic/196515/,9,235
47536,If a spite touches something how do you make it go to the next level???,/discuss/topic/83590/,1,235
51645,enemys,/discuss/topic/39615/,1,235
48498,Cloning + Scrolling Problems,/discuss/topic/71406/,4,235
17636,Is there a way to change the font when answering a question?,/discuss/topic/317838/,5,235
30361,If Command's Not Working,/discuss/topic/226473/,4,235
21622,Variables Does not Change by given amount,/discuss/topic/289780/,5,235
20884,touching color() go diagonal not working,/discuss/topic/294049/,8,235
44690,Help ( More Blocks tab),/discuss/topic/118808/,2,235
35714,How can I simulate a blast effect when a sprite encounters an obstacle?,/discuss/topic/183893/,4,235
35585,Clone Array,/discuss/topic/196356/,3,235
48735,"Help, PLEASE",/discuss/topic/68226/,4,235
45128,Gliding,/discuss/topic/113932/,3,235
29781,how to make a online game,/discuss/topic/225311/,7,235
43079,"How to cascade ""when this sprite clicked"" ? (solved)",/discuss/topic/137886/,2,235
50536,Cloud Variable stuff,/discuss/topic/47952/,2,235
40910,Help with my game's ocarina function!,/discuss/topic/166789/,8,235
42323,how to upgade skills,/discuss/topic/148028/,6,235
33043,lagging behind sprite?,/discuss/topic/210033/,2,235
19106,How to Randomize Something,/discuss/topic/133106/,3,235
32430,backdrop,/discuss/topic/213534/,4,235
